Transaction_ID,Date,Category,Region,Sales_Amount,Quantity,Discount,Profit_Margin,Payment_Method,Customer_Rating,Net_Profit
TRX-004508,2022-09-02 06:00:00,Fashion,Asia-Pacific,632.36,3,0.21,0.3,Crypto,2.2,189.71
TRX-004509,2022-07-14 09:00:00,Books,Europe,1828.56,2,0.01,0.39,Credit Card,2.0,713.14
TRX-004510,2022-04-30 23:00:00,Fashion,Latin America,2429.79,5,0.29,0.23,Crypto,1.5,558.85
TRX-004511,2023-01-19 03:00:00,Electronics,Asia-Pacific,545.18,2,0.24,0.4,Crypto,2.4,218.07
TRX-004512,2023-01-13 02:00:00,Sports,North America,1864.34,1,0.23,0.08,Bank Transfer,4.3,149.15
TRX-004513,2022-06-20 12:00:00,Sports,Europe,2703.23,7,0.2,0.06,Crypto,3.3,162.19
TRX-004514,2022-05-26 06:00:00,Fashion,Europe,3288.93,3,0.11,0.23,Bank Transfer,2.9,756.45
TRX-004515,2022-06-22 02:00:00,Books,Asia-Pacific,637.44,3,0.1,0.17,Crypto,3.4,108.36
TRX-004516,2022-04-11 07:00:00,Fashion,North America,1126.52,2,0.04,0.22,Crypto,1.9,247.83
TRX-004517,2022-08-15 02:00:00,Home & Kitchen,Europe,3593.54,1,0.01,0.36,Bank Transfer,1.1,1293.67
TRX-004518,2023-01-29 07:00:00,Fashion,Latin America,1307.11,1,0.12,0.1,PayPal,4.0,130.71
TRX-004519,2022-12-24 23:00:00,Fashion,Latin America,3440.46,3,0.12,0.17,Bank Transfer,2.3,584.88
TRX-004520,2022-08-02 22:00:00,Beauty,Asia-Pacific,3310.22,4,0.19,0.36,Credit Card,2.3,1191.68
TRX-004521,2022-05-05 15:00:00,Sports,North America,4088.86,4,0.25,0.07,Crypto,2.6,286.22
TRX-004522,2022-12-24 11:00:00,Sports,Europe,2421.9,4,0.29,0.15,Bank Transfer,4.7,363.28
TRX-004523,2022-10-07 04:00:00,Fashion,North America,1995.01,2,0.09,0.12,Bank Transfer,4.6,239.4
TRX-004524,2022-08-06 01:00:00,Beauty,Latin America,2432.04,3,0.16,0.33,Bank Transfer,1.4,802.57
TRX-004525,2022-12-04 04:00:00,Fashion,Asia-Pacific,4105.13,9,0.27,0.1,Bank Transfer,4.5,410.51
TRX-004526,2022-09-27 08:00:00,Home & Kitchen,Latin America,4376.89,3,0.24,0.29,Crypto,4.4,1269.3
TRX-004527,2022-10-26 09:00:00,Fashion,Europe,598.56,1,0.2,0.16,Bank Transfer,3.8,95.77
TRX-004528,2022-09-08 13:00:00,Home & Kitchen,North America,3820.36,7,0.28,0.37,Credit Card,2.7,1413.53
TRX-004529,2022-02-10 03:00:00,Home & Kitchen,Latin America,2266.71,9,0.17,0.16,Crypto,3.5,362.67
TRX-004530,2022-08-13 07:00:00,Sports,North America,2288.98,1,0.02,0.22,Crypto,1.5,503.58
TRX-004531,2022-05-25 22:00:00,Beauty,Europe,1041.34,1,0.14,0.14,PayPal,4.4,145.79
TRX-004532,2022-03-28 03:00:00,Electronics,Asia-Pacific,3426.12,1,0.24,0.31,Crypto,3.3,1062.1
TRX-004533,2022-04-06 13:00:00,Fashion,North America,624.45,4,0.11,0.13,Bank Transfer,4.3,81.18
TRX-004534,2022-09-08 22:00:00,Books,Asia-Pacific,2993.27,1,0.25,0.05,Credit Card,2.7,149.66
TRX-004535,2022-11-23 03:00:00,Books,Latin America,1116.04,1,0.3,0.07,PayPal,1.8,78.12
TRX-004536,2023-01-13 16:00:00,Beauty,Europe,1234.79,7,0.07,0.3,PayPal,2.9,370.44
TRX-004537,2022-12-09 13:00:00,Sports,Middle East,2086.95,2,0.2,0.27,Bank Transfer,2.1,563.48
TRX-004538,2022-10-13 21:00:00,Electronics,Asia-Pacific,850.52,8,0.26,0.2,Credit Card,1.4,170.1
TRX-004539,2022-03-03 06:00:00,Fashion,Latin America,2459.79,9,0.16,0.14,Credit Card,2.6,344.37
TRX-004540,2022-09-12 06:00:00,Beauty,Latin America,294.26,1,0.08,0.26,PayPal,1.6,76.51
TRX-004541,2022-05-09 09:00:00,Electronics,Latin America,1927.18,2,0.28,0.13,Crypto,1.0,250.53
TRX-004542,2022-11-13 09:00:00,Electronics,North America,3664.79,1,0.29,0.3,Bank Transfer,2.2,1099.44
TRX-004543,2022-06-29 08:00:00,Home & Kitchen,Latin America,385.83,3,0.06,0.11,Bank Transfer,3.0,42.44
TRX-004544,2022-04-20 08:00:00,Books,North America,4940.33,8,0.01,0.27,Crypto,4.9,1333.89
TRX-004545,2023-01-04 14:00:00,Sports,Middle East,3611.11,1,0.16,0.05,PayPal,3.9,180.56
TRX-004546,2023-01-26 08:00:00,Beauty,North America,2979.93,4,0.3,0.33,PayPal,2.5,983.38
TRX-004547,2022-05-28 13:00:00,Beauty,Europe,55.6,4,0.02,0.13,Credit Card,1.7,7.23
TRX-004548,2022-12-16 21:00:00,Home & Kitchen,Latin America,1594.4,1,0.29,0.24,Crypto,2.9,382.66
TRX-004549,2022-03-18 06:00:00,Fashion,Middle East,4738.7,8,0.22,0.15,Crypto,4.6,710.8
TRX-004550,2022-12-28 00:00:00,Beauty,Middle East,2596.31,1,0.17,0.35,Crypto,1.3,908.71
TRX-004551,2022-11-08 08:00:00,Home & Kitchen,Asia-Pacific,2971.04,6,0.27,0.07,Credit Card,4.7,207.97
TRX-004552,2022-08-16 12:00:00,Fashion,Asia-Pacific,2053.78,4,0.18,0.34,Credit Card,2.6,698.29
TRX-004553,2022-03-06 10:00:00,Books,Europe,4091.45,6,0.24,0.32,Bank Transfer,4.3,1309.26
TRX-004554,2022-08-03 16:00:00,Books,North America,2833.72,4,0.02,0.21,Bank Transfer,2.8,595.08
TRX-004555,2022-11-27 14:00:00,Fashion,Europe,4663.47,4,0.26,0.14,Bank Transfer,3.0,652.89
TRX-004556,2023-01-11 15:00:00,Beauty,North America,874.12,4,0.29,0.14,Credit Card,2.0,122.38
TRX-004557,2022-10-02 05:00:00,Books,Latin America,3371.17,1,0.27,0.3,Credit Card,4.4,1011.35
TRX-004558,2022-06-11 06:00:00,Beauty,North America,1924.31,2,0.02,0.15,Crypto,3.9,288.65
TRX-004559,2022-08-30 03:00:00,Sports,Europe,2089.49,8,0.22,0.09,PayPal,2.3,188.05
TRX-004560,2022-09-13 19:00:00,Sports,Asia-Pacific,172.53,4,0.09,0.16,Bank Transfer,2.9,27.6
TRX-004561,2023-02-01 10:00:00,Beauty,Latin America,3055.65,5,0.19,0.22,Crypto,4.1,672.24
TRX-004562,2022-10-02 07:00:00,Fashion,North America,365.71,6,0.17,0.18,Credit Card,2.4,65.83
TRX-004563,2022-05-21 16:00:00,Beauty,Asia-Pacific,1094.69,2,0.02,0.11,Crypto,2.3,120.42
TRX-004564,2022-12-04 13:00:00,Electronics,Asia-Pacific,3692.44,3,0.0,0.12,PayPal,3.6,443.09
TRX-004565,2022-11-20 02:00:00,Beauty,Latin America,59.73,3,0.11,0.21,PayPal,3.8,12.54
TRX-004566,2022-08-23 11:00:00,Books,Europe,87.49,7,0.09,0.35,PayPal,2.8,30.62
TRX-004567,2022-12-15 22:00:00,Home & Kitchen,Middle East,862.07,9,0.22,0.28,Crypto,1.5,241.38
TRX-004568,2022-08-22 15:00:00,Home & Kitchen,Europe,418.09,5,0.09,0.32,PayPal,3.1,133.79
TRX-004569,2022-06-13 21:00:00,Electronics,Middle East,440.52,7,0.2,0.17,Credit Card,4.9,74.89
TRX-004570,2022-02-14 19:00:00,Beauty,Middle East,2220.01,1,0.21,0.21,Bank Transfer,4.6,466.2
TRX-004571,2022-04-21 00:00:00,Fashion,Middle East,4251.95,8,0.07,0.31,Credit Card,4.8,1318.1
TRX-004572,2022-10-08 15:00:00,Books,Europe,3620.48,5,0.22,0.33,Bank Transfer,1.9,1194.76
TRX-004573,2023-01-03 15:00:00,Books,Europe,148.23,1,0.02,0.22,Crypto,4.7,32.61
TRX-004574,2022-04-29 16:00:00,Sports,Latin America,1362.65,6,0.11,0.09,Credit Card,4.7,122.64
TRX-004575,2022-01-28 23:00:00,Home & Kitchen,Middle East,3149.2,2,0.21,0.1,Credit Card,1.8,314.92
TRX-004576,2022-04-21 03:00:00,Home & Kitchen,Middle East,4868.83,3,0.03,0.13,Crypto,1.4,632.95
TRX-004577,2022-05-12 02:00:00,Beauty,Middle East,4268.92,2,0.21,0.12,Bank Transfer,5.0,512.27
TRX-004578,2022-08-06 08:00:00,Beauty,Europe,2979.26,4,0.2,0.36,Crypto,4.4,1072.53
TRX-004579,2022-01-12 15:00:00,Sports,North America,4585.59,1,0.18,0.22,PayPal,4.7,1008.83
TRX-004580,2022-10-27 01:00:00,Home & Kitchen,Asia-Pacific,1697.09,5,0.06,0.21,PayPal,3.7,356.39
TRX-004581,2022-03-01 04:00:00,Sports,Middle East,4395.81,8,0.28,0.35,Bank Transfer,1.7,1538.53
TRX-004582,2023-02-08 07:00:00,Fashion,Middle East,3575.24,6,0.26,0.36,PayPal,2.8,1287.09
TRX-004583,2023-02-06 17:00:00,Books,Middle East,2716.6,1,0.03,0.11,Credit Card,4.9,298.83
TRX-004584,2022-09-30 02:00:00,Fashion,Middle East,1973.34,3,0.06,0.21,Crypto,4.2,414.4
TRX-004585,2022-02-19 22:00:00,Beauty,Asia-Pacific,2761.38,3,0.25,0.23,Crypto,3.5,635.12
TRX-004586,2022-04-06 10:00:00,Fashion,Europe,1840.28,1,0.14,0.29,Bank Transfer,1.1,533.68
TRX-004587,2022-02-04 05:00:00,Beauty,Asia-Pacific,560.94,9,0.26,0.26,Crypto,3.8,145.84
TRX-004588,2022-05-02 07:00:00,Beauty,North America,4124.71,3,0.11,0.3,Crypto,4.2,1237.41
TRX-004589,2023-02-02 13:00:00,Beauty,Asia-Pacific,2071.79,6,0.12,0.39,Credit Card,4.2,808.0
TRX-004590,2022-08-22 06:00:00,Electronics,North America,1694.01,3,0.15,0.22,Bank Transfer,1.5,372.68
TRX-004591,2022-03-23 14:00:00,Fashion,North America,3763.34,1,0.14,0.13,Crypto,4.8,489.23
TRX-004592,2022-07-27 22:00:00,Home & Kitchen,North America,1956.0,2,0.15,0.36,PayPal,4.0,704.16
TRX-004593,2022-12-04 23:00:00,Fashion,North America,454.43,3,0.01,0.33,Bank Transfer,5.0,149.96
TRX-004594,2022-04-14 00:00:00,Home & Kitchen,Europe,4857.79,9,0.23,0.06,Credit Card,3.0,291.47
TRX-004595,2022-03-03 18:00:00,Sports,Asia-Pacific,948.96,6,0.2,0.09,PayPal,1.9,85.41
TRX-004596,2022-06-25 00:00:00,Fashion,Asia-Pacific,2761.34,3,0.22,0.1,Credit Card,2.7,276.13
TRX-004597,2022-03-13 00:00:00,Home & Kitchen,North America,473.88,7,0.27,0.06,Bank Transfer,3.4,28.43
TRX-004598,2022-03-12 15:00:00,Home & Kitchen,Asia-Pacific,1713.6,7,0.2,0.09,PayPal,2.9,154.22
TRX-004599,2022-07-03 07:00:00,Electronics,North America,4085.38,5,0.02,0.31,Bank Transfer,2.5,1266.47
TRX-004600,2022-10-01 19:00:00,Fashion,Europe,1466.29,9,0.14,0.06,PayPal,4.3,87.98
TRX-004601,2022-07-04 20:00:00,Home & Kitchen,Europe,2783.62,7,0.03,0.19,Crypto,4.9,528.89
TRX-004602,2022-11-13 10:00:00,Sports,North America,3486.24,9,0.26,0.09,Credit Card,1.8,313.76
TRX-004603,2022-01-03 21:00:00,Books,Latin America,4089.76,9,0.05,0.14,Crypto,2.6,572.57
TRX-004604,2022-11-14 03:00:00,Electronics,Asia-Pacific,3976.82,6,0.1,0.3,Credit Card,4.3,1193.05
TRX-004605,2023-02-09 06:00:00,Electronics,Asia-Pacific,3163.94,5,0.29,0.1,Crypto,2.7,316.39
TRX-004606,2022-10-22 02:00:00,Beauty,Europe,2709.25,5,0.13,0.29,PayPal,4.5,785.68
TRX-004607,2022-03-17 11:00:00,Sports,Europe,1216.55,6,0.15,0.2,PayPal,1.9,243.31
TRX-004608,2022-02-09 06:00:00,Beauty,Latin America,3154.91,3,0.06,0.26,Bank Transfer,2.0,820.28
TRX-004609,2022-06-25 09:00:00,Home & Kitchen,North America,3699.96,4,0.09,0.39,Credit Card,4.2,1442.98
TRX-004610,2022-02-24 05:00:00,Sports,Latin America,1865.9,3,0.16,0.4,Credit Card,3.9,746.36
TRX-004611,2022-10-27 09:00:00,Sports,North America,3996.37,9,0.16,0.24,Crypto,2.0,959.13
TRX-004612,2022-08-30 07:00:00,Electronics,North America,363.94,4,0.29,0.18,Bank Transfer,2.6,65.51
TRX-004613,2022-08-23 09:00:00,Fashion,Europe,1981.38,2,0.0,0.14,Bank Transfer,4.6,277.39
TRX-004614,2022-05-23 16:00:00,Fashion,Asia-Pacific,2169.88,2,0.12,0.16,Bank Transfer,4.0,347.18
TRX-004615,2022-05-24 13:00:00,Books,Latin America,4476.07,7,0.2,0.12,Bank Transfer,5.0,537.13
TRX-004616,2022-03-29 13:00:00,Sports,Europe,4392.32,7,0.02,0.23,Crypto,4.2,1010.23
TRX-004617,2023-01-26 16:00:00,Fashion,Asia-Pacific,2184.31,9,0.16,0.34,Bank Transfer,1.5,742.67
TRX-004618,2022-08-03 04:00:00,Beauty,Latin America,2486.0,8,0.17,0.07,Bank Transfer,2.1,174.02
TRX-004619,2022-01-05 11:00:00,Sports,North America,2495.64,7,0.27,0.25,PayPal,2.4,623.91
TRX-004620,2022-02-06 13:00:00,Home & Kitchen,Asia-Pacific,482.97,7,0.05,0.33,PayPal,4.4,159.38
TRX-004621,2022-10-17 12:00:00,Fashion,Latin America,1106.62,5,0.06,0.1,Bank Transfer,4.3,110.66
TRX-004622,2022-01-14 13:00:00,Home & Kitchen,Europe,2082.02,4,0.0,0.32,Crypto,1.1,666.25
TRX-004623,2022-04-19 15:00:00,Sports,North America,637.13,6,0.09,0.27,Crypto,2.9,172.03
TRX-004624,2022-03-17 17:00:00,Fashion,Asia-Pacific,1151.87,8,0.13,0.15,Bank Transfer,3.3,172.78
TRX-004625,2022-06-12 07:00:00,Fashion,Asia-Pacific,657.9,5,0.16,0.13,Crypto,4.3,85.53
TRX-004626,2023-01-07 22:00:00,Fashion,Asia-Pacific,1691.04,3,0.28,0.23,Credit Card,1.9,388.94
TRX-004627,2022-09-26 12:00:00,Home & Kitchen,Asia-Pacific,1674.1,8,0.19,0.12,Crypto,3.5,200.89
TRX-004628,2022-02-03 06:00:00,Fashion,Europe,449.1,1,0.04,0.24,Bank Transfer,1.0,107.78
TRX-004629,2022-01-10 00:00:00,Fashion,Latin America,109.38,5,0.28,0.16,Bank Transfer,1.5,17.5
TRX-004630,2022-08-27 12:00:00,Electronics,Asia-Pacific,1644.17,5,0.17,0.18,Bank Transfer,1.6,295.95
TRX-004631,2022-04-18 00:00:00,Electronics,Middle East,3972.78,8,0.18,0.33,Credit Card,4.8,1311.02
TRX-004632,2022-08-19 05:00:00,Sports,Latin America,3964.41,2,0.17,0.35,Bank Transfer,3.0,1387.54
TRX-004633,2022-02-17 15:00:00,Sports,Latin America,50.63,1,0.15,0.35,Credit Card,2.0,17.72
TRX-004634,2022-10-28 20:00:00,Beauty,Asia-Pacific,233.29,7,0.11,0.36,PayPal,2.4,83.98
TRX-004635,2022-09-22 03:00:00,Fashion,Asia-Pacific,2181.62,9,0.25,0.27,Credit Card,3.2,589.04
TRX-004636,2022-01-25 22:00:00,Sports,Latin America,3195.12,9,0.08,0.07,Credit Card,1.8,223.66
TRX-004637,2022-10-25 01:00:00,Fashion,Middle East,4888.14,8,0.15,0.05,Crypto,3.0,244.41
TRX-004638,2022-08-07 20:00:00,Electronics,Latin America,4483.67,2,0.3,0.33,Crypto,1.4,1479.61
TRX-004639,2022-05-09 19:00:00,Sports,Middle East,2685.94,1,0.04,0.29,Crypto,3.8,778.92
TRX-004640,2022-11-19 20:00:00,Beauty,North America,3661.27,5,0.23,0.26,Credit Card,3.2,951.93
TRX-004641,2022-10-19 16:00:00,Sports,North America,2108.97,6,0.19,0.35,Bank Transfer,1.4,738.14
TRX-004642,2022-12-31 23:00:00,Fashion,Middle East,4381.92,4,0.12,0.26,Crypto,2.8,1139.3
TRX-004643,2022-03-01 11:00:00,Beauty,Latin America,1347.99,8,0.27,0.37,Bank Transfer,1.0,498.76
TRX-004644,2022-09-24 21:00:00,Home & Kitchen,North America,20.17,5,0.26,0.14,Crypto,4.0,2.82
TRX-004645,2022-10-21 11:00:00,Sports,Asia-Pacific,3264.31,7,0.26,0.17,PayPal,1.8,554.93
TRX-004646,2022-08-23 05:00:00,Sports,Latin America,1438.04,1,0.18,0.16,PayPal,2.8,230.09
TRX-004647,2022-03-16 05:00:00,Electronics,Latin America,4094.04,8,0.12,0.15,Crypto,1.3,614.11
TRX-004648,2022-02-09 18:00:00,Electronics,North America,2875.58,4,0.13,0.17,Bank Transfer,3.3,488.85
TRX-004649,2022-03-26 02:00:00,Home & Kitchen,Europe,4562.85,6,0.05,0.06,Crypto,4.1,273.77
TRX-004650,2022-02-13 13:00:00,Fashion,Asia-Pacific,1993.28,4,0.23,0.08,Credit Card,4.3,159.46
TRX-004651,2022-05-15 16:00:00,Fashion,Europe,661.46,7,0.28,0.24,Credit Card,2.2,158.75
TRX-004652,2022-11-05 14:00:00,Books,Latin America,460.16,7,0.16,0.29,Crypto,1.5,133.45
TRX-004653,2023-01-28 06:00:00,Sports,Asia-Pacific,4164.06,1,0.14,0.12,Credit Card,3.3,499.69
TRX-004654,2022-06-18 19:00:00,Books,Europe,4419.32,9,0.15,0.32,Bank Transfer,1.7,1414.18
TRX-004655,2022-10-31 12:00:00,Electronics,Europe,2702.5,3,0.22,0.12,PayPal,1.7,324.3
TRX-004656,2022-06-14 10:00:00,Sports,Europe,3313.68,4,0.11,0.33,PayPal,4.7,1093.51
TRX-004657,2022-12-31 13:00:00,Home & Kitchen,Latin America,2018.84,6,0.03,0.4,Bank Transfer,1.9,807.54
TRX-004658,2022-09-09 16:00:00,Books,Middle East,2908.33,1,0.12,0.31,Bank Transfer,2.9,901.58
TRX-004659,2022-10-19 12:00:00,Beauty,Europe,67.71,1,0.25,0.16,Credit Card,1.7,10.83
TRX-004660,2022-12-21 05:00:00,Fashion,Asia-Pacific,2879.26,8,0.04,0.3,PayPal,1.4,863.78
TRX-004661,2023-02-15 19:00:00,Beauty,Europe,715.16,8,0.18,0.16,Credit Card,2.5,114.43
TRX-004662,2022-12-23 22:00:00,Electronics,Middle East,1278.89,6,0.29,0.35,Crypto,3.8,447.61
TRX-004663,2022-01-20 13:00:00,Home & Kitchen,Europe,3708.44,2,0.07,0.34,Crypto,3.0,1260.87
TRX-004664,2022-07-10 11:00:00,Beauty,Asia-Pacific,3946.77,8,0.17,0.06,PayPal,3.3,236.81
TRX-004665,2022-05-13 00:00:00,Beauty,Latin America,817.09,3,0.17,0.05,Bank Transfer,4.7,40.85
TRX-004666,2022-03-21 21:00:00,Beauty,Latin America,141.81,3,0.06,0.36,Bank Transfer,2.7,51.05
TRX-004667,2022-01-19 20:00:00,Electronics,Middle East,2599.15,6,0.06,0.06,Credit Card,1.4,155.95
TRX-004668,2022-05-21 10:00:00,Fashion,Middle East,2744.41,3,0.13,0.27,PayPal,4.2,740.99
TRX-004669,2022-05-20 15:00:00,Beauty,Latin America,3399.12,1,0.19,0.26,Bank Transfer,4.1,883.77
TRX-004670,2022-05-02 20:00:00,Sports,Latin America,914.32,2,0.2,0.09,Crypto,3.8,82.29
TRX-004671,2022-07-15 09:00:00,Sports,Asia-Pacific,1982.41,6,0.01,0.28,Credit Card,3.9,555.07
TRX-004672,2022-03-15 02:00:00,Fashion,Middle East,1503.42,6,0.16,0.16,Credit Card,2.0,240.55
TRX-004673,2022-10-05 14:00:00,Beauty,Middle East,1008.02,5,0.13,0.09,Credit Card,2.1,90.72
TRX-004674,2022-12-28 12:00:00,Books,Europe,3183.9,1,0.04,0.2,Credit Card,4.9,636.78
TRX-004675,2022-08-27 21:00:00,Fashion,Latin America,4972.72,8,0.19,0.18,Crypto,4.4,895.09
TRX-004676,2022-04-06 13:00:00,Sports,Asia-Pacific,2555.86,4,0.1,0.25,Credit Card,3.0,638.96
TRX-004677,2022-07-02 17:00:00,Fashion,Middle East,2750.03,8,0.17,0.36,PayPal,1.1,990.01
TRX-004678,2023-02-03 06:00:00,Beauty,Latin America,1014.46,5,0.15,0.31,PayPal,4.0,314.48
TRX-004679,2022-09-08 06:00:00,Beauty,Latin America,2514.21,4,0.26,0.29,Credit Card,1.5,729.12
TRX-004680,2023-02-04 21:00:00,Beauty,Asia-Pacific,2717.83,2,0.29,0.14,Crypto,2.6,380.5
TRX-004681,2022-07-05 13:00:00,Home & Kitchen,North America,4261.45,5,0.17,0.32,Bank Transfer,4.9,1363.66
TRX-004682,2022-01-12 12:00:00,Books,Asia-Pacific,4396.42,3,0.22,0.1,Crypto,3.5,439.64
TRX-004683,2022-10-10 07:00:00,Books,North America,2972.32,3,0.27,0.13,PayPal,1.1,386.4
TRX-004684,2022-10-08 16:00:00,Sports,Latin America,1360.39,1,0.15,0.27,PayPal,4.1,367.31
TRX-004685,2022-04-07 15:00:00,Sports,Europe,2400.22,4,0.12,0.27,PayPal,1.3,648.06
TRX-004686,2022-12-15 05:00:00,Sports,Asia-Pacific,2861.12,4,0.3,0.38,Crypto,2.1,1087.23
TRX-004687,2022-02-24 12:00:00,Fashion,Europe,2474.53,2,0.25,0.23,Crypto,1.1,569.14
TRX-004688,2022-12-11 15:00:00,Electronics,Middle East,4388.11,8,0.14,0.1,Crypto,1.7,438.81
TRX-004689,2022-05-16 19:00:00,Fashion,Asia-Pacific,1557.43,7,0.01,0.3,Crypto,4.1,467.23
TRX-004690,2022-10-03 22:00:00,Fashion,Latin America,4936.67,6,0.06,0.11,Credit Card,4.1,543.03
TRX-004691,2022-01-17 04:00:00,Books,Middle East,2632.04,1,0.12,0.14,Crypto,3.9,368.49
TRX-004692,2023-02-15 10:00:00,Electronics,North America,2720.95,6,0.27,0.11,PayPal,1.5,299.3
TRX-004693,2022-10-20 06:00:00,Home & Kitchen,Middle East,3761.92,1,0.02,0.07,Crypto,2.2,263.33
TRX-004694,2022-12-20 16:00:00,Electronics,Asia-Pacific,1384.88,7,0.02,0.35,Bank Transfer,2.6,484.71
TRX-004695,2022-09-05 06:00:00,Books,North America,219.47,7,0.03,0.27,PayPal,4.0,59.26
TRX-004696,2022-08-29 14:00:00,Electronics,Latin America,2707.1,4,0.25,0.1,Crypto,1.6,270.71
TRX-004697,2022-12-09 00:00:00,Home & Kitchen,Latin America,4412.41,4,0.13,0.22,Bank Transfer,4.5,970.73
TRX-004698,2022-08-10 09:00:00,Fashion,Europe,3514.58,3,0.07,0.23,Crypto,1.2,808.35
TRX-004699,2022-07-23 00:00:00,Electronics,Middle East,4790.94,7,0.24,0.29,Crypto,3.5,1389.37
TRX-004700,2022-09-13 03:00:00,Home & Kitchen,Middle East,4589.28,1,0.07,0.22,Bank Transfer,3.0,1009.64
TRX-004701,2023-01-11 02:00:00,Books,Europe,3971.52,5,0.11,0.4,Credit Card,1.8,1588.61
TRX-004702,2022-02-02 07:00:00,Beauty,Middle East,944.12,4,0.22,0.27,Bank Transfer,1.7,254.91
TRX-004703,2022-12-03 02:00:00,Fashion,Europe,1240.12,9,0.14,0.38,Credit Card,1.6,471.25
TRX-004704,2022-04-01 17:00:00,Fashion,Middle East,2591.08,5,0.1,0.27,Credit Card,4.6,699.59
TRX-004705,2023-01-10 09:00:00,Books,Middle East,316.31,9,0.17,0.38,PayPal,3.9,120.2
TRX-004706,2022-04-30 23:00:00,Electronics,North America,417.44,1,0.06,0.12,Crypto,4.7,50.09
TRX-004707,2022-01-25 23:00:00,Sports,Asia-Pacific,2129.03,5,0.05,0.38,Crypto,1.8,809.03
TRX-004708,2022-10-29 15:00:00,Beauty,Asia-Pacific,140.06,9,0.16,0.2,Bank Transfer,4.9,28.01
TRX-004709,2022-01-31 09:00:00,Books,Middle East,370.74,5,0.11,0.24,Bank Transfer,2.2,88.98
TRX-004710,2022-01-02 08:00:00,Books,North America,1493.01,4,0.12,0.38,Credit Card,1.7,567.34
TRX-004711,2022-05-24 05:00:00,Books,Asia-Pacific,4456.31,6,0.17,0.08,Crypto,4.2,356.5
TRX-004712,2022-06-22 14:00:00,Books,Europe,2836.86,1,0.3,0.4,Bank Transfer,1.4,1134.74
TRX-004713,2022-11-15 03:00:00,Home & Kitchen,North America,3515.6,5,0.17,0.36,Credit Card,2.5,1265.62
TRX-004714,2022-05-10 08:00:00,Fashion,Latin America,1869.57,9,0.1,0.21,PayPal,3.9,392.61
TRX-004715,2022-05-07 07:00:00,Books,Latin America,1249.51,9,0.25,0.38,Crypto,1.6,474.81
TRX-004716,2023-01-25 18:00:00,Home & Kitchen,North America,3449.7,6,0.2,0.19,PayPal,2.7,655.44
TRX-004717,2022-02-10 13:00:00,Electronics,Latin America,3890.08,1,0.1,0.15,Credit Card,3.9,583.51
TRX-004718,2022-02-19 09:00:00,Beauty,Middle East,3170.1,1,0.13,0.29,Credit Card,4.5,919.33
TRX-004719,2022-02-05 02:00:00,Electronics,Europe,3745.75,7,0.19,0.36,Credit Card,2.7,1348.47
TRX-004720,2022-05-15 05:00:00,Books,North America,2759.55,6,0.2,0.3,PayPal,4.2,827.86
TRX-004721,2022-04-03 09:00:00,Fashion,Middle East,2526.16,5,0.14,0.07,Crypto,4.2,176.83
TRX-004722,2022-09-28 21:00:00,Home & Kitchen,North America,2606.31,4,0.03,0.4,Bank Transfer,2.2,1042.52
TRX-004723,2022-04-20 04:00:00,Beauty,Europe,2237.24,1,0.21,0.06,Crypto,1.8,134.23
TRX-004724,2022-02-27 17:00:00,Beauty,Europe,4680.71,4,0.29,0.34,PayPal,1.0,1591.44
TRX-004725,2022-12-01 15:00:00,Electronics,Latin America,1298.05,2,0.21,0.38,Credit Card,3.6,493.26
TRX-004726,2022-03-09 18:00:00,Sports,Europe,1297.07,1,0.14,0.38,PayPal,3.9,492.89
TRX-004727,2022-02-07 17:00:00,Beauty,Asia-Pacific,2791.21,2,0.06,0.18,Credit Card,4.2,502.42
TRX-004728,2022-11-13 07:00:00,Home & Kitchen,Europe,3545.59,8,0.24,0.19,Crypto,2.6,673.66
TRX-004729,2022-10-14 03:00:00,Sports,Asia-Pacific,2862.3,9,0.15,0.19,PayPal,4.4,543.84
TRX-004730,2022-04-02 15:00:00,Home & Kitchen,North America,515.37,3,0.03,0.12,Credit Card,3.7,61.84
TRX-004731,2022-04-03 14:00:00,Beauty,Middle East,874.17,5,0.18,0.32,PayPal,3.6,279.73
TRX-004732,2022-06-01 16:00:00,Sports,Latin America,4470.55,3,0.25,0.11,Credit Card,3.9,491.76
TRX-004733,2022-01-06 01:00:00,Electronics,Middle East,3667.42,1,0.01,0.06,PayPal,3.2,220.05
TRX-004734,2022-07-26 18:00:00,Fashion,Europe,3809.09,2,0.11,0.22,PayPal,2.8,838.0
TRX-004735,2022-02-23 16:00:00,Home & Kitchen,Middle East,983.83,1,0.27,0.37,Credit Card,1.6,364.02
TRX-004736,2022-03-21 05:00:00,Home & Kitchen,Latin America,4421.82,9,0.08,0.21,Credit Card,2.3,928.58
TRX-004737,2022-06-16 11:00:00,Beauty,North America,3234.78,9,0.29,0.08,Crypto,2.1,258.78
TRX-004738,2022-01-03 06:00:00,Beauty,North America,250.59,6,0.22,0.31,Credit Card,1.5,77.68
TRX-004739,2022-10-13 13:00:00,Electronics,Latin America,555.74,9,0.02,0.16,PayPal,5.0,88.92
TRX-004740,2022-05-18 10:00:00,Electronics,Latin America,3028.41,4,0.26,0.27,Credit Card,4.9,817.67
TRX-004741,2022-01-07 01:00:00,Home & Kitchen,Latin America,4374.61,8,0.14,0.26,Crypto,2.3,1137.4
